Accuracy,Time,Condition
0.826,2950,Control
0.812,2950,Control
0.555,2950,Control
0.783,2950,Control
0.726,2950,Control
0.778,2950,Control
0.481,2950,Control
0.785,2950,Control
0.761,2950,Control
0.805,2950,Control
0.698,2950,Control
0.762,2950,Control
0.632,2950,Control
0.617,2950,Control
0.643,2950,Control
0.815,2950,Control
0.638,2950,Control
0.725,2950,Control
0.828,2950,Control
0.763,2950,Control
0.865,2950,Control
0.664,2950,Control
0.617,2950,Control
0.754,2950,Control
0.73,2950,Control
0.788,2950,Control
0.757,2950,Control
0.481,2950,Control
0.765,2950,Control
0.707,2950,Control
0.8,2950,Control
0.75,2950,Control
0.819,2950,Control
0.887,2950,Control
0.891,2950,Control
0.732,2950,Control
0.827,2950,Control
0.693,2950,Control
0.754,2950,Control
0.77,2950,Control
0.866,2950,Control
0.603,2950,Control
0.794,2950,Control
0.858,2950,Control
0.674,2950,Control
0.822,2950,Control
0.664,2950,Control
0.781,2950,Control
0.802,2950,Control
0.516,2950,Control
0.849,2950,Control
0.516,2950,Control
0.837,2950,Control
0.856,2950,Control
0.858,2950,Control
0.691,2950,Control
0.721,2950,Control
0.837,2950,Control
0.791,2950,Control
0.845,2950,Control
0.674,2950,Control
0.824,2950,Control
0.783,2950,Control
0.803,2950,Control
0.638,2950,Control
0.765,2950,Control
0.625,2950,Control
0.891,2950,Control
0.783,2950,Control
0.765,2950,Control
0.643,2950,Control
0.748,2950,Control
0.819,2950,Control
0.766,2950,Control
0.757,2950,Control
0.602,2950,Control
0.82,2950,Control
0.698,2950,Control
0.854,2950,Control
0.834,2950,Control
0.852,2950,Control
0.714,2950,Control
0.67,2950,Control
0.848,2950,Control
0.737,2950,Control
0.724,2950,Control
0.708,2950,Control
0.817,2950,Control
0.828,2950,Control
0.874,2950,Control
0.823,2950,Control
0.763,2950,Control
0.603,2950,Control
0.627,2950,Control
0.734,2950,Control
0.762,2950,Control
0.742,2950,Control
0.643,2950,Control
0.745,2950,Control
0.905,2950,Control
0.765,2950,Control
0.837,2950,Control
0.845,2950,Control
0.776,2950,Control
0.878,2950,Control
0.688,2950,Control
0.776,2950,Control
0.783,2950,Control
0.488,2950,Control
0.617,2950,Control
0.759,2950,Control
0.895,2950,Control
0.841,2950,Control
0.845,2950,Control
0.702,2950,Control
0.815,2950,Control
0.77,2950,Control
0.741,2950,Control
0.714,2950,Control
0.845,2950,Control
0.788,2950,Control
0.812,2950,Control
0.488,2950,Control
0.769,2950,Control
0.689,2950,Control
0.865,2950,Control
0.765,2950,Control
0.742,2950,Control
0.817,2950,Control
0.774,2950,Control
0.719,2950,Control
0.762,2950,Control
0.845,2950,Control
0.706,2950,Control
0.891,2950,Control
0.67,2950,Control
0.741,2950,Control
0.769,2950,Control
0.66,2950,Control
0.667,2950,Control
0.78,2950,Control
0.67,2950,Control
0.726,2950,Control
0.737,2950,Control
0.676,2950,Control
0.488,2950,Control
0.579,2950,Control
0.845,2950,Control
0.841,2950,Control
0.732,2950,Control
0.733,2950,Control
0.741,2950,Control
0.845,2950,Control
0.731,2950,Control
0.643,2950,Control
0.749,2950,Control
0.755,2950,Control
0.741,2950,Control
0.699,2950,Control
0.733,2950,Control
0.77,2950,Control
0.823,2950,Control
0.749,2950,Control
0.737,2950,Control
0.848,2950,Control
0.882,2950,Control
0.826,2950,Control
0.776,2950,Control
0.82,2950,Control
0.874,2950,Control
0.828,2950,Control
0.765,2950,Control
0.845,2950,Control
0.772,2950,Control
0.802,2950,Control
0.726,2950,Control
0.806,2950,Control
0.859,2950,Control
0.617,2950,Control
0.777,2950,Control
0.777,2950,Control
0.815,2950,Control
0.77,2950,Control
0.741,2950,Control
0.732,2950,Control
0.739,2950,Control
0.735,2950,Control
0.891,2950,Control
0.845,2950,Control
0.773,2950,Control
0.749,2950,Control
0.778,2950,Control
0.856,2950,Control
0.856,2950,Control
0.627,2950,Control
0.82,2950,Control
0.741,2950,Control
0.763,2950,Control
0.82,2950,Control
0.762,2950,Control
0.73,2950,Control
0.669,2950,Control
0.841,2950,Control
0.859,2950,Control
0.888,2950,Control
0.834,2950,Control
0.744,2950,Control
0.737,2950,Control
0.824,2950,Control
0.73,2950,Control
0.741,2950,Control
0.805,2950,Control
0.721,2950,Control
0.769,2950,Control
0.603,2950,Control
0.812,2950,Control
0.891,2950,Control
0.739,2950,Control
0.86,2950,Control
0.858,2950,Control
0.823,2950,Control
0.603,2950,Control
0.698,2950,Control
0.741,2950,Control
0.829,2950,Control
0.698,2950,Control
0.548,2950,Control
0.745,2950,Control
0.834,2950,Control
0.67,2950,Control
0.856,2950,Control
0.745,2950,Control
0.83,2950,Control
0.781,2950,Control
0.745,2950,Control
0.746,2950,Control
0.781,2950,Control
0.725,2950,Control
0.671,2950,Control
0.78,2950,Control
0.712,2950,Control
0.84,2950,Control
0.516,2950,Control
0.488,2950,Control
0.785,2950,Control
0.805,2950,Control
0.699,2950,Control
0.859,2950,Control
0.741,2950,Control
0.691,2950,Control
0.854,2950,Control
0.762,2950,Control
0.714,2950,Control
0.787,2950,Control
0.762,2950,Control
0.787,2950,Control
0.836,2950,Control
0.762,2950,Control
0.778,2950,Control
0.549,2950,Control
0.638,2950,Control
0.714,2950,Control
0.828,2950,Control
0.701,2950,Control
0.728,2950,Control
0.8,2950,Control
0.83,2950,Control
0.732,2950,Control
0.693,2950,Control
0.481,2950,Control
0.776,2950,Control
0.773,2950,Control
0.828,2950,Control
0.828,2950,Control
0.815,2950,Control
0.674,2950,Control
0.791,2950,Control
0.787,2950,Control
0.763,2950,Control
0.895,2950,Control
0.765,2950,Control
0.773,2950,Control
0.777,2950,Control
0.698,2950,Control
0.689,2950,Control
0.875,2950,Control
0.688,2950,Control
0.788,2950,Control
0.865,2950,Control
0.844,2950,Control
0.833,2950,Control
0.874,2950,Control
0.859,2950,Control
0.828,2950,Control
0.549,2950,Control
0.888,2950,Control
0.638,2950,Control
0.744,2950,Control
0.549,2950,Control
0.856,2950,Control
0.736,2950,Control
0.834,2950,Control
0.781,2950,Control
0.746,2950,Control
0.851,2950,Control
0.741,2950,Control
0.736,2950,Control
0.693,2950,Control
0.724,2950,Control
0.701,2950,Control
0.82,2950,Control
0.856,2950,Control
0.792,2950,Control
0.845,2950,Control
0.688,2950,Control
0.825,2950,Control
0.766,2950,Control
0.781,2950,Control
0.8,2950,Control
0.858,2950,Control
0.801,2950,Control
0.77,2950,Control
0.822,2950,Control
0.8,2950,Control
0.762,2950,Control
0.712,2950,Control
0.643,2950,Control
0.688,2950,Control
0.874,2950,Control
0.822,2950,Control
0.761,2950,Control
0.733,2950,Control
0.852,2950,Control
0.546,2950,Control
0.806,2950,Control
0.905,2950,Control
0.852,2950,Control
0.817,2950,Control
0.866,2950,Control
0.725,2950,Control
0.708,2950,Control
0.749,2950,Control
0.822,2950,Control
0.771,2950,Control
0.667,2950,Control
0.856,2950,Control
0.849,2950,Control
0.627,2950,Control
0.734,2950,Control
0.83,2950,Control
0.828,2950,Control
0.603,2950,Control
0.818,2950,Control
0.845,2950,Control
0.926,2950,Control
0.719,2950,Control
0.744,2950,Control
0.823,2950,Control
0.728,2950,Control
0.787,2950,Control
0.748,2950,Control
0.579,2950,Control
0.905,2950,Control
0.773,2950,Control
0.844,2950,Control
0.854,2950,Control
0.603,2950,Control
0.777,2950,Control
0.785,2950,Control
0.699,2950,Control
0.83,2950,Control
0.828,2950,Control
0.859,2950,Control
0.667,2950,Control
0.721,2950,Control
0.741,2950,Control
0.801,2950,Control
0.792,2950,Control
0.707,2950,Control
0.75,2950,Control
0.847,2950,Control
0.787,2950,Control
0.848,2950,Control
0.82,2950,Control
0.557,2950,Control
0.488,2950,Control
0.488,2950,Control
0.671,2950,Control
0.849,2950,Control
0.861,2950,Control
0.733,2950,Control
0.845,2950,Control
0.853,2950,Control
0.785,2950,Control
0.603,2950,Control
0.765,2950,Control
0.847,2950,Control
0.773,2950,Control
0.824,2950,Control
0.888,2950,Control
0.693,2950,Control
0.745,2950,Control
0.757,2950,Control
0.791,2950,Control
0.674,2950,Control
0.874,2950,Control
0.788,2950,Control
0.603,2950,Control
0.549,2950,Control
0.846,2950,Control
0.766,2950,Control
0.82,2950,Control
0.853,2950,Control
0.676,2950,Control
0.792,2950,Control
0.745,2950,Control
0.669,2950,Control
0.8,2950,Control
0.823,2950,Control
0.86,2950,Control
0.68,2950,Control
0.829,2950,Control
0.732,2950,Control
0.735,2950,Control
0.671,2950,Control
0.746,2950,Control
0.834,2950,Control
0.828,2950,Control
0.806,2950,Control
0.882,2950,Control
0.736,2950,Control
0.769,2950,Control
0.806,2950,Control
0.829,2950,Control
0.878,2950,Control
0.765,2950,Control
0.721,2950,Control
0.749,2950,Control
0.82,2950,Control
0.755,2950,Control
0.856,2950,Control
0.888,2950,Control
0.765,2950,Control
0.712,2950,Control
0.806,2950,Control
0.858,2950,Control
0.854,2950,Control
0.546,2950,Control
0.748,2950,Control
0.748,2950,Control
0.855,2950,Control
0.848,2950,Control
0.781,2950,Control
0.772,2950,Control
0.729,2950,Control
0.837,2950,Control
0.546,2950,Control
0.778,2950,Control
0.825,2950,Control
0.699,2950,Control
0.783,2950,Control
0.87,2950,Control
0.866,2950,Control
0.75,2950,Control
0.746,2950,Control
0.728,2950,Control
0.845,2950,Control
0.785,2950,Control
0.694,2950,Control
0.725,2950,Control
0.699,2950,Control
0.828,2950,Control
0.701,2950,Control
0.895,2950,Control
0.859,2950,Control
0.874,2950,Control
0.849,2950,Control
0.741,2950,Control
0.845,2950,Control
0.77,2950,Control
0.763,2950,Control
0.83,2950,Control
0.688,2950,Control
0.714,2950,Control
0.746,2950,Control
0.643,2950,Control
0.861,2950,Control
0.792,2950,Control
0.774,2950,Control
0.765,2950,Control
0.781,2950,Control
0.789,2950,Control
0.844,2950,Control
0.667,2950,Control
0.691,2950,Control
0.848,2950,Control
0.856,2950,Control
0.825,2950,Control
0.748,2950,Control
0.714,2950,Control
0.702,2950,Control
0.875,2950,Control
0.777,2950,Control
0.759,2950,Control
0.625,2950,Control
0.754,2950,Control
0.771,2950,Control
0.856,2950,Control
0.861,2950,Control
0.823,2950,Control
0.616,2950,Control
0.481,2950,Control
0.905,2950,Control
0.803,2950,Control
0.73,2950,Control
0.8,2950,Control
0.825,2950,Control
0.763,2950,Control
0.8,2950,Control
0.689,2950,Control
0.771,2950,Control
0.861,2950,Control
0.698,2950,Control
0.731,2950,Control
0.676,2950,Control
0.829,2950,Control
0.781,2950,Control
0.849,2950,Control
0.854,2950,Control
0.741,2950,Control
0.845,2950,Control
0.82,2950,Control
0.791,2950,Control
0.851,2950,Control
0.77,2950,Control
0.77,2950,Control
0.791,2950,Control
0.714,2950,Control
0.739,2950,Control
0.707,2950,Control
0.746,2950,Control
0.825,2950,Control
0.78,2950,Control
0.766,2950,Control
0.742,2950,Control
0.71,2950,Control
0.749,2950,Control
0.859,2950,Control
0.796,2950,Control
0.845,2950,Control
0.762,2950,Control
0.766,2950,Control
0.817,2950,Control
0.75,2950,Control
0.835,2950,Control
0.664,2950,Control
0.77,2950,Control
0.67,2950,Control
0.763,2950,Control
0.783,2950,Control
0.546,2950,Control
0.841,2950,Control
0.926,2950,Control
0.579,2950,Control
0.765,2950,Control
0.741,2950,Control
0.579,2950,Control
0.783,2950,Control
0.748,2950,Control
0.707,2950,Control
0.806,2950,Control
0.887,2950,Control
0.834,2950,Control
0.844,2950,Control
0.805,2950,Control
0.638,2950,Control
0.783,2950,Control
0.845,2950,Control
0.75,2950,Control
0.801,2950,Control
0.848,2950,Control
0.825,2950,Control
0.481,2950,Control
0.845,2950,Control
0.669,2950,Control
0.82,2950,Control
0.67,2950,Control
0.73,2950,Control
0.84,2950,Control
0.664,2950,Control
0.861,2950,Control
0.8,2950,Control
0.887,2950,Control
0.694,2950,Control
0.721,2950,Control
0.805,2950,Control
0.762,2950,Control
0.856,2950,Control
0.67,2950,Control
0.731,2950,Control
0.805,2950,Control
0.763,2950,Control
0.778,2950,Control
0.714,2950,Control
0.674,2950,Control
0.694,2950,Control
0.714,2950,Control
0.828,2950,Control
0.83,2950,Control
0.819,2950,Control
0.926,2950,Control
0.856,2950,Control
0.824,2950,Control
0.783,2950,Control
0.84,2950,Control
0.708,2950,Control
0.734,2950,Control
0.841,2950,Control
0.823,2950,Control
0.698,2950,Control
0.746,2950,Control
0.714,2950,Control
0.825,2950,Control
0.617,2950,Control
0.712,2950,Control
0.579,2950,Control
0.866,2950,Control
0.785,2950,Control
0.734,2950,Control
0.632,2950,Control
0.878,2950,Control
0.851,2950,Control
0.866,2950,Control
0.796,2950,Control
0.694,2950,Control
0.874,2950,Control
0.67,2950,Control
0.745,2950,Control
0.729,2950,Control
0.741,2950,Control
0.791,2950,Control
0.765,2950,Control
0.887,2950,Control
0.778,2950,Control
0.828,2950,Control
0.854,2950,Control
0.812,2950,Control
0.824,2950,Control
0.548,2950,Control
0.812,2950,Control
0.749,2950,Control
0.693,2950,Control
0.87,2950,Control
0.68,2950,Control
0.828,2950,Control
0.707,2950,Control
0.702,2950,Control
0.714,2950,Control
0.848,2950,Control
0.763,2950,Control
0.854,2950,Control
0.785,2950,Control
0.741,2950,Control
0.796,2950,Control
0.689,2950,Control
0.763,2950,Control
0.82,2950,Control
0.845,2950,Control
0.725,2950,Control
0.781,2950,Control
0.791,2950,Control
0.759,2950,Control
0.874,2950,Control
0.772,2950,Control
0.746,2950,Control
0.75,2950,Control
0.664,2950,Control
0.87,2950,Control
0.781,2950,Control
0.702,2950,Control
0.783,2950,Control
0.887,2950,Control
0.78,2950,Control
0.702,2950,Control
0.848,2950,Control
0.861,2950,Control
0.792,2950,Control
0.845,2950,Control
0.785,2950,Control
0.746,2950,Control
0.802,2950,Control
0.749,2950,Control
0.926,2950,Control
0.858,2950,Control
0.57,2950,Control
0.627,2950,Control
0.759,2950,Control
0.516,2950,Control
0.822,2950,Control
0.734,2950,Control
0.854,2950,Control
0.749,2950,Control
0.773,2950,Control
0.763,2950,Control
0.748,2950,Control
0.736,2950,Control
0.706,2950,Control
0.823,2950,Control
0.926,2950,Control
0.627,2950,Control
0.817,2950,Control
0.781,2950,Control
0.708,2950,Control
0.882,2950,Control
0.802,2950,Control
0.788,2950,Control
0.732,2950,Control
0.846,2950,Control
0.866,2950,Control
0.579,2950,Control
0.733,2950,Control
0.674,2950,Control
0.664,2950,Control
0.777,2950,Control
0.698,2950,Control
0.751,2950,Control
0.861,2950,Control
0.87,2950,Control
0.712,2950,Control
0.733,2950,Control
0.861,2950,Control
0.822,2950,Control
0.771,2950,Control
0.856,2950,Control
0.737,2950,Control
0.888,2950,Control
0.602,2950,Control
0.73,2950,Control
0.548,2950,Control
0.859,2950,Control
0.548,2950,Control
0.66,2950,Control
0.874,2950,Control
0.87,2950,Control
0.785,2950,Control
0.856,2950,Control
0.765,2950,Control
0.625,2950,Control
0.845,2950,Control
0.776,2950,Control
0.749,2950,Control
0.625,2950,Control
0.895,2950,Control
0.617,2950,Control
0.516,2950,Control
0.856,2950,Control
0.819,2950,Control
0.739,2950,Control
0.708,2950,Control
0.755,2950,Control
0.806,2950,Control
0.785,2950,Control
0.854,2950,Control
0.848,2950,Control
0.766,2950,Control
0.815,2950,Control
0.714,2950,Control
0.765,2950,Control
0.712,2950,Control
0.736,2950,Control
0.819,2950,Control
0.671,2950,Control
0.763,2950,Control
0.858,2950,Control
0.794,2950,Control
0.822,2950,Control
0.732,2950,Control
0.71,2950,Control
0.778,2950,Control
0.625,2950,Control
0.824,2950,Control
0.689,2950,Control
0.488,2950,Control
0.742,2950,Control
0.77,2950,Control
0.746,2950,Control
0.856,2950,Control
0.774,2950,Control
0.882,2950,Control
0.859,2950,Control
0.67,2950,Control
0.77,2950,Control
0.57,2950,Control
0.729,2950,Control
0.845,2950,Control
0.828,2950,Control
0.746,2950,Control
0.648,2950,Control
0.549,2950,Control
0.817,2950,Control
0.769,2950,Control
0.741,2950,Control
0.861,2950,Control
0.776,2950,Control
0.87,2950,Control
0.721,2950,Control
0.731,2950,Control
0.765,2950,Control
0.707,2950,Control
0.721,2950,Control
0.825,2950,Control
0.714,2950,Control
0.772,2950,Control
0.579,2950,Control
0.75,2950,Control
0.765,2950,Control
0.603,2950,Control
0.763,2950,Control
0.834,2950,Control
0.781,2950,Control
0.481,2950,Control
0.769,2950,Control
0.749,2950,Control
0.761,2950,Control
0.773,2950,Control
0.855,2950,Control
0.789,2950,Control
0.806,2950,Control
0.87,2950,Control
0.859,2950,Control
0.648,2950,Control
0.766,2950,Control
0.853,2950,Control
0.731,2950,Control
0.819,2950,Control
0.878,2950,Control
0.828,2950,Control
0.856,2950,Control
0.71,2950,Control
0.708,2950,Control
0.851,2950,Control
0.828,2950,Control
0.546,2950,Control
0.77,2950,Control
0.856,2950,Control
0.714,2950,Control
0.847,2950,Control
0.771,2950,Control
0.739,2950,Control
0.773,2950,Control
0.742,2950,Control
0.627,2950,Control
0.812,2950,Control
0.828,2950,Control
0.87,2950,Control
0.762,2950,Control
0.746,2950,Control
0.892,2950,Control
0.773,2950,Control
0.71,2950,Control
0.741,2950,Control
0.712,2950,Control
0.669,2950,Control
0.825,2950,Control
0.694,2950,Control
0.729,2950,Control
0.706,2950,Control
0.82,2950,Control
0.845,2950,Control
0.787,2950,Control
0.671,2950,Control
0.854,2950,Control
0.77,2950,Control
0.737,2950,Control
0.71,2950,Control
0.714,2950,Control
0.841,2950,Control
0.694,2950,Control
0.773,2950,Control
0.682,2950,Control
0.744,2950,Control
0.823,2950,Control
0.815,2950,Control
0.849,2950,Control
0.853,2950,Control
0.67,2950,Control
0.664,2950,Control
0.745,2950,Control
0.788,2950,Control
0.745,2950,Control
0.757,2950,Control
0.866,2950,Control
0.794,2950,Control
0.555,2950,Control
0.8,2950,Control
0.548,2950,Control
0.87,2950,Control
0.82,2950,Control
0.733,2950,Control
0.751,2950,Control
0.789,2950,Control
0.806,2950,Control
0.726,2950,Control
0.849,2950,Control
0.707,2950,Control
0.702,2950,Control
0.555,2950,Control
0.854,2950,Control
0.812,2950,Control
0.855,2950,Control
0.481,2950,Control
0.712,2950,Control
0.785,2950,Control
0.732,2950,Control
0.719,2950,Control
0.763,2950,Control
0.617,2950,Control
0.802,2950,Control
0.694,2950,Control
0.834,2950,Control
0.805,2950,Control
0.825,2950,Control
0.734,2950,Control
0.853,2950,Control
0.676,2950,Control
0.866,2950,Control
0.778,2950,Control
0.845,2950,Control
0.865,2950,Control
0.77,2950,Control
0.733,2950,Control
0.855,2950,Control
0.834,2950,Control
0.858,2950,Control
0.721,2950,Control
0.8,2950,Control
0.733,2950,Control
0.773,2950,Control
0.766,2950,Control
0.796,2950,Control
0.833,2950,Control
0.748,2950,Control
0.702,2950,Control
0.682,2950,Control
0.602,2950,Control
0.825,2950,Control
0.848,2950,Control
0.8,2950,Control
0.617,2950,Control
0.812,2950,Control
0.627,2950,Control
0.734,2950,Control
0.742,2950,Control
0.828,2950,Control
0.617,2950,Control
0.729,2950,Control
0.643,2950,Control
0.766,2950,Control
0.691,2950,Control
0.845,2950,Control
0.8,2950,Control
0.754,2950,Control
0.849,2950,Control
0.882,2950,Control
0.701,2950,Control
0.772,2950,Control
0.701,2950,Control
0.739,2950,Control
0.73,2950,Control
0.736,2950,Control
0.815,2950,Control
0.863,2950,Control
0.67,2950,Control
0.751,2950,Control
0.68,2950,Control
0.749,2950,Control
0.602,2950,Control
0.802,2950,Control
0.805,2950,Control
0.724,2950,Control
0.741,2950,Control
0.632,2950,Control
0.773,2950,Control
0.744,2950,Control
0.861,2950,Control
